sample,box,status,note,box_start_new_york,box_end_new_york,box_range_pips,entry_rule,stop_r,target_r,target_mode,trade_status,direction,signal_time_new_york,signal_minutes_after_box,entry_price,box_break_buffer_pips,stop_price,target_price,risk_pips,reward_pips,outcome,exit_time_new_york,exit_price,gross_pips,net_pips,net_r_vs_box,net_risk_r,spread_pips_round_turn
49,1,accepted,all boxes fine,2022-02-28 19:10 EST,2022-02-28 19:40 EST,5.1,first_close_breakout,1.5,1.0,box_extension_r,filled,short,2022-02-28 19:45 EST,5.0,1.12058,0.51,1.12134,1.12027,7.65,3.1,stop,2022-02-28 19:50 EST,1.12134,-7.65,-8.85,-1.735,-1.157,1.2
49,2,accepted,all boxes fine,2022-02-28 21:30 EST,2022-02-28 22:00 EST,3.9,first_close_breakout,1.5,1.0,box_extension_r,filled,long,2022-02-28 22:05 EST,5.0,1.12,0.5,1.11942,1.1203,5.85,3.0,stop,2022-02-28 22:55 EST,1.11942,-5.85,-7.05,-1.808,-1.205,1.2
49,3,accepted,all boxes fine,2022-02-28 23:20 EST,2022-02-28 23:55 EST,4.8,first_close_breakout,1.5,1.0,box_extension_r,filled,long,2022-03-01 00:00 EST,5.0,1.12018,0.5,1.11946,1.12046,7.2,2.8,stop,2022-03-01 00:40 EST,1.11946,-7.2,-8.4,-1.75,-1.167,1.2
49,4,accepted,all boxes fine,2022-03-01 00:35 EST,2022-03-01 01:30 EST,7.6,first_close_breakout,1.5,1.0,box_extension_r,filled,long,2022-03-01 01:40 EST,10.0,1.12029,0.76,1.11915,1.12088,11.4,5.9,target,2022-03-01 02:00 EST,1.12088,5.9,4.7,0.618,0.412,1.2
50,1,accepted,all four good,2023-11-29 05:40 EST,2023-11-29 06:25 EST,6.9,first_close_breakout,1.5,1.0,box_extension_r,filled,long,2023-11-29 06:35 EST,10.0,1.09797,0.69,1.09694,1.0985,10.35,5.3,target,2023-11-29 06:55 EST,1.0985,5.3,4.1,0.594,0.396,1.2
50,2,accepted,all four good,2023-11-29 07:25 EST,2023-11-29 08:05 EST,7.4,first_close_breakout,1.5,1.0,box_extension_r,filled,short,2023-11-29 08:35 EST,30.0,1.09754,0.74,1.09865,1.09734,11.1,2.0,target,2023-11-29 08:40 EST,1.09734,2.0,0.8,0.108,0.072,1.2
50,3,accepted,all four good,2023-11-29 11:10 EST,2023-11-29 11:50 EST,8.7,first_close_breakout,1.5,1.0,box_extension_r,filled,long,2023-11-29 12:05 EST,15.0,1.09748,0.87,1.09617,1.09789,13.05,4.1,target,2023-11-29 13:00 EST,1.09789,4.1,2.9,0.333,0.222,1.2
50,4,accepted,all four good,2023-11-29 12:10 EST,2023-11-29 12:40 EST,4.7,first_close_breakout,1.5,1.0,box_extension_r,filled,long,2023-11-29 13:00 EST,20.0,1.09795,0.5,1.09725,1.09822,7.05,2.7,stop,2023-11-29 13:15 EST,1.09725,-7.05,-8.25,-1.755,-1.17,1.2
51,1,accepted,user said fine,2024-02-07 14:00 EST,2024-02-07 14:55 EST,5.4,first_close_breakout,1.5,1.0,box_extension_r,no_signal,,,,,,,,,,,,,,,,,
51,2,accepted,user said fine,2024-02-07 17:25 EST,2024-02-07 18:10 EST,3.8,first_close_breakout,1.5,1.0,box_extension_r,filled,long,2024-02-07 18:20 EST,10.0,1.07766,0.5,1.07709,1.07796,5.7,3.0,time_exit,2024-02-07 20:10 EST,1.07778,1.2,-0.0,-0.0,-0.0,1.2
51,3,accepted,user said fine,2024-02-07 19:30 EST,2024-02-07 20:25 EST,3.9,first_close_breakout,1.5,1.0,box_extension_r,filled,long,2024-02-07 21:00 EST,35.0,1.07814,0.5,1.07756,1.07834,5.85,2.0,target,2024-02-07 21:40 EST,1.07834,2.0,0.8,0.205,0.137,1.2
51,4,accepted,user said fine,2024-02-07 23:50 EST,2024-02-08 00:20 EST,4.4,first_close_breakout,1.5,1.0,box_extension_r,no_signal,,,,,,,,,,,,,,,,,
52,1,accepted,good,2024-11-26 02:15 EST,2024-11-26 02:40 EST,12.4,first_close_breakout,1.5,1.0,box_extension_r,filled,short,2024-11-26 03:10 EST,30.0,1.04719,1.24,1.04905,1.04608,18.6,11.1,stop,2024-11-26 03:50 EST,1.04905,-18.6,-19.8,-1.597,-1.065,1.2
52,2,accepted,good,2024-11-26 05:20 EST,2024-11-26 06:15 EST,11.9,first_close_breakout,1.5,1.0,box_extension_r,filled,short,2024-11-26 06:20 EST,5.0,1.05054,1.19,1.05233,1.04971,17.85,8.3,stop,2024-11-26 07:10 EST,1.05233,-17.85,-19.05,-1.601,-1.067,1.2
52,4,accepted,good,2024-11-26 12:15 EST,2024-11-26 13:10 EST,10.3,first_close_breakout,1.5,1.0,box_extension_r,filled,short,2024-11-26 13:25 EST,15.0,1.0462,1.03,1.04775,1.0454,15.45,8.0,time_exit,2024-11-26 14:00 EST,1.0471,-9.0,-10.2,-0.99,-0.66,1.2
