sample,box,status,note,box_start_new_york,box_end_new_york,box_range_pips,entry_rule,stop_r,target_r,target_mode,trade_status,direction,signal_time_new_york,signal_minutes_after_box,entry_price,box_break_buffer_pips,stop_price,target_price,risk_pips,reward_pips,outcome,exit_time_new_york,exit_price,gross_pips,net_pips,net_r_vs_box,net_risk_r,spread_pips_round_turn
49,1,accepted,all boxes fine,2022-02-28 19:10 EST,2022-02-28 19:40 EST,5.1,first_close_breakout,0.25,1.0,box_extension_r,filled,short,2022-02-28 19:45 EST,5.0,1.12058,0.51,1.12071,1.12027,1.28,3.1,stop,2022-02-28 19:50 EST,1.12071,-1.28,-2.48,-0.485,-1.941,1.2
49,2,accepted,all boxes fine,2022-02-28 21:30 EST,2022-02-28 22:00 EST,3.9,first_close_breakout,0.25,1.0,box_extension_r,filled,long,2022-02-28 22:05 EST,5.0,1.12,0.5,1.1199,1.1203,0.97,3.0,stop,2022-02-28 22:10 EST,1.1199,-0.97,-2.17,-0.558,-2.231,1.2
49,3,accepted,all boxes fine,2022-02-28 23:20 EST,2022-02-28 23:55 EST,4.8,first_close_breakout,0.25,1.0,box_extension_r,filled,long,2022-03-01 00:00 EST,5.0,1.12018,0.5,1.12006,1.12046,1.2,2.8,stop,2022-03-01 00:05 EST,1.12006,-1.2,-2.4,-0.5,-2.0,1.2
49,4,accepted,all boxes fine,2022-03-01 00:35 EST,2022-03-01 01:30 EST,7.6,first_close_breakout,0.25,1.0,box_extension_r,filled,long,2022-03-01 01:40 EST,10.0,1.12029,0.76,1.1201,1.12088,1.9,5.9,target,2022-03-01 02:00 EST,1.12088,5.9,4.7,0.618,2.474,1.2
50,1,accepted,all four good,2023-11-29 05:40 EST,2023-11-29 06:25 EST,6.9,first_close_breakout,0.25,1.0,box_extension_r,filled,long,2023-11-29 06:35 EST,10.0,1.09797,0.69,1.0978,1.0985,1.72,5.3,target,2023-11-29 06:55 EST,1.0985,5.3,4.1,0.594,2.377,1.2
50,2,accepted,all four good,2023-11-29 07:25 EST,2023-11-29 08:05 EST,7.4,first_close_breakout,0.25,1.0,box_extension_r,filled,short,2023-11-29 08:35 EST,30.0,1.09754,0.74,1.09773,1.09734,1.85,2.0,target,2023-11-29 08:40 EST,1.09734,2.0,0.8,0.108,0.432,1.2
50,3,accepted,all four good,2023-11-29 11:10 EST,2023-11-29 11:50 EST,8.7,first_close_breakout,0.25,1.0,box_extension_r,filled,long,2023-11-29 12:05 EST,15.0,1.09748,0.87,1.09726,1.09789,2.17,4.1,target,2023-11-29 13:00 EST,1.09789,4.1,2.9,0.333,1.333,1.2
50,4,accepted,all four good,2023-11-29 12:10 EST,2023-11-29 12:40 EST,4.7,first_close_breakout,0.25,1.0,box_extension_r,filled,long,2023-11-29 13:00 EST,20.0,1.09795,0.5,1.09783,1.09822,1.17,2.7,stop,2023-11-29 13:05 EST,1.09783,-1.17,-2.37,-0.505,-2.021,1.2
51,1,accepted,user said fine,2024-02-07 14:00 EST,2024-02-07 14:55 EST,5.4,first_close_breakout,0.25,1.0,box_extension_r,no_signal,,,,,,,,,,,,,,,,,
51,2,accepted,user said fine,2024-02-07 17:25 EST,2024-02-07 18:10 EST,3.8,first_close_breakout,0.25,1.0,box_extension_r,filled,long,2024-02-07 18:20 EST,10.0,1.07766,0.5,1.07757,1.07796,0.95,3.0,stop,2024-02-07 18:30 EST,1.07757,-0.95,-2.15,-0.566,-2.263,1.2
51,3,accepted,user said fine,2024-02-07 19:30 EST,2024-02-07 20:25 EST,3.9,first_close_breakout,0.25,1.0,box_extension_r,filled,long,2024-02-07 21:00 EST,35.0,1.07814,0.5,1.07804,1.07834,0.98,2.0,target,2024-02-07 21:40 EST,1.07834,2.0,0.8,0.205,0.821,1.2
51,4,accepted,user said fine,2024-02-07 23:50 EST,2024-02-08 00:20 EST,4.4,first_close_breakout,0.25,1.0,box_extension_r,no_signal,,,,,,,,,,,,,,,,,
52,1,accepted,good,2024-11-26 02:15 EST,2024-11-26 02:40 EST,12.4,first_close_breakout,0.25,1.0,box_extension_r,filled,short,2024-11-26 03:10 EST,30.0,1.04719,1.24,1.0475,1.04608,3.1,11.1,stop,2024-11-26 03:15 EST,1.0475,-3.1,-4.3,-0.347,-1.387,1.2
52,2,accepted,good,2024-11-26 05:20 EST,2024-11-26 06:15 EST,11.9,first_close_breakout,0.25,1.0,box_extension_r,filled,short,2024-11-26 06:20 EST,5.0,1.05054,1.19,1.05084,1.04971,2.98,8.3,stop,2024-11-26 06:25 EST,1.05084,-2.98,-4.18,-0.351,-1.403,1.2
52,4,accepted,good,2024-11-26 12:15 EST,2024-11-26 13:10 EST,10.3,first_close_breakout,0.25,1.0,box_extension_r,filled,short,2024-11-26 13:25 EST,15.0,1.0462,1.03,1.04646,1.0454,2.58,8.0,stop,2024-11-26 13:40 EST,1.04646,-2.58,-3.78,-0.367,-1.466,1.2
53,1,accepted,correct,2025-06-24 22:50 EST,2025-06-24 23:40 EST,5.7,first_close_breakout,0.25,1.0,box_extension_r,filled,short,2025-06-24 23:45 EST,5.0,1.16163,0.57,1.16177,1.1612,1.42,4.3,target,2025-06-24 23:55 EST,1.1612,4.3,3.1,0.544,2.175,1.2
53,2,accepted,correct,2025-06-25 00:15 EST,2025-06-25 01:10 EST,6.1,first_close_breakout,0.25,1.0,box_extension_r,filled,short,2025-06-25 01:20 EST,10.0,1.1611,0.61,1.16125,1.16058,1.52,5.2,stop,2025-06-25 01:30 EST,1.16125,-1.52,-2.72,-0.447,-1.787,1.2
53,4,accepted,correct,2025-06-25 07:40 EST,2025-06-25 08:20 EST,8.6,first_close_breakout,0.25,1.0,box_extension_r,filled,short,2025-06-25 08:25 EST,5.0,1.15957,0.86,1.15979,1.1588,2.15,7.7,stop,2025-06-25 08:35 EST,1.15979,-2.15,-3.35,-0.39,-1.558,1.2
54,1,accepted,all correct,2024-02-07 05:40 EST,2024-02-07 06:20 EST,8.5,first_close_breakout,0.25,1.0,box_extension_r,filled,long,2024-02-07 06:30 EST,10.0,1.07722,0.85,1.07701,1.07794,2.12,7.2,stop,2024-02-07 06:35 EST,1.07701,-2.12,-3.32,-0.391,-1.565,1.2
54,2,accepted,all correct,2024-02-07 06:40 EST,2024-02-07 07:35 EST,8.0,first_close_breakout,0.25,1.0,box_extension_r,filled,long,2024-02-07 08:00 EST,25.0,1.0776,0.8,1.0774,1.07821,2.0,6.1,stop,2024-02-07 08:20 EST,1.0774,-2.0,-3.2,-0.4,-1.6,1.2
54,3,accepted,all correct,2024-02-07 12:10 EST,2024-02-07 12:55 EST,6.4,first_close_breakout,0.25,1.0,box_extension_r,filled,long,2024-02-07 13:05 EST,10.0,1.07689,0.64,1.07673,1.07721,1.6,3.2,target,2024-02-07 13:10 EST,1.07721,3.2,2.0,0.313,1.25,1.2
54,4,accepted,all correct,2024-02-07 14:00 EST,2024-02-07 14:55 EST,5.4,first_close_breakout,0.25,1.0,box_extension_r,no_signal,,,,,,,,,,,,,,,,,
55,1,questionable,questionable confidence downgrade,2021-09-30 13:40 EST,2021-09-30 14:30 EST,9.0,first_close_breakout,0.25,1.0,box_extension_r,filled,long,2021-09-30 14:35 EST,5.0,1.15738,0.9,1.15716,1.1581,2.25,7.2,target,2021-09-30 14:55 EST,1.1581,7.2,6.0,0.667,2.667,1.2
55,2,accepted,correct,2021-09-30 17:20 EST,2021-09-30 18:15 EST,4.8,first_close_breakout,0.25,1.0,box_extension_r,filled,short,2021-09-30 19:10 EST,55.0,1.1578,0.5,1.15792,1.15743,1.2,3.7,target,2021-09-30 19:45 EST,1.15743,3.7,2.5,0.521,2.083,1.2
55,3,accepted,correct,2021-09-30 19:30 EST,2021-09-30 20:25 EST,7.6,first_close_breakout,0.25,1.0,box_extension_r,filled,short,2021-09-30 20:45 EST,20.0,1.15688,0.76,1.15707,1.15622,1.9,6.6,stop,2021-09-30 21:25 EST,1.15707,-1.9,-3.1,-0.408,-1.632,1.2
55,4,accepted,correct,2021-09-30 21:55 EST,2021-09-30 22:50 EST,7.6,first_close_breakout,0.25,1.0,box_extension_r,no_signal,,,,,,,,,,,,,,,,,
56,1,accepted,correct,2022-08-28 23:15 EST,2022-08-29 00:10 EST,6.6,first_close_breakout,0.25,1.0,box_extension_r,filled,short,2022-08-29 00:30 EST,20.0,0.99184,0.66,0.99201,0.9915,1.65,3.4,target,2022-08-29 00:45 EST,0.9915,3.4,2.2,0.333,1.333,1.2
56,2,accepted,correct,2022-08-29 00:35 EST,2022-08-29 01:20 EST,6.3,first_close_breakout,0.25,1.0,box_extension_r,filled,long,2022-08-29 01:50 EST,30.0,0.99228,0.63,0.99212,0.99269,1.58,4.1,stop,2022-08-29 01:55 EST,0.99212,-1.58,-2.78,-0.44,-1.762,1.2
56,3,accepted,missed marginal shelf around 0400,2022-08-29 03:35 EST,2022-08-29 04:05 EST,12.0,first_close_breakout,0.25,1.0,box_extension_r,filled,short,2022-08-29 04:10 EST,5.0,0.99276,1.2,0.99306,0.9923,3.0,4.6,stop,2022-08-29 04:15 EST,0.99306,-3.0,-4.2,-0.35,-1.4,1.2
57,1,accepted,all correct,2021-12-27 00:35 EST,2021-12-27 01:30 EST,4.1,first_close_breakout,0.25,1.0,box_extension_r,filled,long,2021-12-27 01:35 EST,5.0,1.13186,0.5,1.13176,1.13215,1.03,2.9,stop,2021-12-27 01:50 EST,1.13176,-1.03,-2.23,-0.543,-2.171,1.2
57,2,accepted,all correct,2021-12-27 01:50 EST,2021-12-27 02:20 EST,4.2,first_close_breakout,0.25,1.0,box_extension_r,filled,long,2021-12-27 02:25 EST,5.0,1.13224,0.5,1.13213,1.13248,1.05,2.4,target,2021-12-27 02:35 EST,1.13248,2.4,1.2,0.286,1.143,1.2
57,3,accepted,all correct,2021-12-27 04:10 EST,2021-12-27 04:50 EST,6.7,first_close_breakout,0.25,1.0,box_extension_r,filled,long,2021-12-27 05:05 EST,15.0,1.13166,0.67,1.13149,1.13183,1.67,1.7,stop,2021-12-27 05:10 EST,1.13149,-1.67,-2.87,-0.429,-1.716,1.2
57,4,accepted,all correct,2021-12-27 08:10 EST,2021-12-27 09:00 EST,5.3,first_close_breakout,0.25,1.0,box_extension_r,filled,long,2021-12-27 09:15 EST,15.0,1.13154,0.53,1.13141,1.13195,1.33,4.1,target,2021-12-27 09:20 EST,1.13195,4.1,2.9,0.547,2.189,1.2
