sample,box,status,note,box_start_new_york,box_end_new_york,box_range_pips,entry_rule,stop_r,target_r,target_mode,trade_status,direction,signal_time_new_york,signal_minutes_after_box,entry_price,box_break_buffer_pips,stop_price,target_price,risk_pips,reward_pips,outcome,exit_time_new_york,exit_price,gross_pips,net_pips,net_r_vs_box,net_risk_r,spread_pips_round_turn
49,1,accepted,all boxes fine,2022-02-28 19:10 EST,2022-02-28 19:40 EST,5.1,first_close_breakout,1.75,1.0,box_extension_r,filled,short,2022-02-28 19:45 EST,5.0,1.12058,0.51,1.12147,1.12027,8.92,3.1,target,2022-02-28 20:40 EST,1.12027,3.1,1.9,0.373,0.213,1.2
49,2,accepted,all boxes fine,2022-02-28 21:30 EST,2022-02-28 22:00 EST,3.9,first_close_breakout,1.75,1.0,box_extension_r,filled,long,2022-02-28 22:05 EST,5.0,1.12,0.5,1.11932,1.1203,6.82,3.0,stop,2022-02-28 22:55 EST,1.11932,-6.82,-8.02,-2.058,-1.176,1.2
49,3,accepted,all boxes fine,2022-02-28 23:20 EST,2022-02-28 23:55 EST,4.8,first_close_breakout,1.75,1.0,box_extension_r,filled,long,2022-03-01 00:00 EST,5.0,1.12018,0.5,1.11934,1.12046,8.4,2.8,target,2022-03-01 01:45 EST,1.12046,2.8,1.6,0.333,0.19,1.2
49,4,accepted,all boxes fine,2022-03-01 00:35 EST,2022-03-01 01:30 EST,7.6,first_close_breakout,1.75,1.0,box_extension_r,filled,long,2022-03-01 01:40 EST,10.0,1.12029,0.76,1.11896,1.12088,13.3,5.9,target,2022-03-01 02:00 EST,1.12088,5.9,4.7,0.618,0.353,1.2
50,1,accepted,all four good,2023-11-29 05:40 EST,2023-11-29 06:25 EST,6.9,first_close_breakout,1.75,1.0,box_extension_r,filled,long,2023-11-29 06:35 EST,10.0,1.09797,0.69,1.09676,1.0985,12.07,5.3,target,2023-11-29 06:55 EST,1.0985,5.3,4.1,0.594,0.34,1.2
50,2,accepted,all four good,2023-11-29 07:25 EST,2023-11-29 08:05 EST,7.4,first_close_breakout,1.75,1.0,box_extension_r,filled,short,2023-11-29 08:35 EST,30.0,1.09754,0.74,1.09883,1.09734,12.95,2.0,target,2023-11-29 08:40 EST,1.09734,2.0,0.8,0.108,0.062,1.2
50,3,accepted,all four good,2023-11-29 11:10 EST,2023-11-29 11:50 EST,8.7,first_close_breakout,1.75,1.0,box_extension_r,filled,long,2023-11-29 12:05 EST,15.0,1.09748,0.87,1.09596,1.09789,15.23,4.1,target,2023-11-29 13:00 EST,1.09789,4.1,2.9,0.333,0.19,1.2
50,4,accepted,all four good,2023-11-29 12:10 EST,2023-11-29 12:40 EST,4.7,first_close_breakout,1.75,1.0,box_extension_r,filled,long,2023-11-29 13:00 EST,20.0,1.09795,0.5,1.09713,1.09822,8.22,2.7,target,2023-11-29 13:40 EST,1.09822,2.7,1.5,0.319,0.182,1.2
51,1,accepted,user said fine,2024-02-07 14:00 EST,2024-02-07 14:55 EST,5.4,first_close_breakout,1.75,1.0,box_extension_r,no_signal,,,,,,,,,,,,,,,,,
51,2,accepted,user said fine,2024-02-07 17:25 EST,2024-02-07 18:10 EST,3.8,first_close_breakout,1.75,1.0,box_extension_r,filled,long,2024-02-07 18:20 EST,10.0,1.07766,0.5,1.07699,1.07796,6.65,3.0,time_exit,2024-02-07 20:10 EST,1.07778,1.2,-0.0,-0.0,-0.0,1.2
51,3,accepted,user said fine,2024-02-07 19:30 EST,2024-02-07 20:25 EST,3.9,first_close_breakout,1.75,1.0,box_extension_r,filled,long,2024-02-07 21:00 EST,35.0,1.07814,0.5,1.07746,1.07834,6.82,2.0,target,2024-02-07 21:40 EST,1.07834,2.0,0.8,0.205,0.117,1.2
51,4,accepted,user said fine,2024-02-07 23:50 EST,2024-02-08 00:20 EST,4.4,first_close_breakout,1.75,1.0,box_extension_r,no_signal,,,,,,,,,,,,,,,,,
52,1,accepted,good,2024-11-26 02:15 EST,2024-11-26 02:40 EST,12.4,first_close_breakout,1.75,1.0,box_extension_r,filled,short,2024-11-26 03:10 EST,30.0,1.04719,1.24,1.04936,1.04608,21.7,11.1,stop,2024-11-26 03:50 EST,1.04936,-21.7,-22.9,-1.847,-1.055,1.2
52,2,accepted,good,2024-11-26 05:20 EST,2024-11-26 06:15 EST,11.9,first_close_breakout,1.75,1.0,box_extension_r,filled,short,2024-11-26 06:20 EST,5.0,1.05054,1.19,1.05262,1.04971,20.82,8.3,stop,2024-11-26 07:15 EST,1.05262,-20.82,-22.02,-1.851,-1.058,1.2
52,4,accepted,good,2024-11-26 12:15 EST,2024-11-26 13:10 EST,10.3,first_close_breakout,1.75,1.0,box_extension_r,filled,short,2024-11-26 13:25 EST,15.0,1.0462,1.03,1.048,1.0454,18.03,8.0,time_exit,2024-11-26 14:00 EST,1.0471,-9.0,-10.2,-0.99,-0.566,1.2
53,1,accepted,correct,2025-06-24 22:50 EST,2025-06-24 23:40 EST,5.7,first_close_breakout,1.75,1.0,box_extension_r,filled,short,2025-06-24 23:45 EST,5.0,1.16163,0.57,1.16263,1.1612,9.97,4.3,target,2025-06-24 23:55 EST,1.1612,4.3,3.1,0.544,0.311,1.2
53,2,accepted,correct,2025-06-25 00:15 EST,2025-06-25 01:10 EST,6.1,first_close_breakout,1.75,1.0,box_extension_r,filled,short,2025-06-25 01:20 EST,10.0,1.1611,0.61,1.16217,1.16058,10.67,5.2,stop,2025-06-25 02:25 EST,1.16217,-10.67,-11.87,-1.947,-1.112,1.2
53,4,accepted,correct,2025-06-25 07:40 EST,2025-06-25 08:20 EST,8.6,first_close_breakout,1.75,1.0,box_extension_r,filled,short,2025-06-25 08:25 EST,5.0,1.15957,0.86,1.16108,1.1588,15.05,7.7,time_exit,2025-06-25 09:45 EST,1.15999,-4.2,-5.4,-0.628,-0.359,1.2
54,1,accepted,all correct,2024-02-07 05:40 EST,2024-02-07 06:20 EST,8.5,first_close_breakout,1.75,1.0,box_extension_r,filled,long,2024-02-07 06:30 EST,10.0,1.07722,0.85,1.07573,1.07794,14.88,7.2,time_exit,2024-02-07 08:20 EST,1.0779,6.8,5.6,0.659,0.376,1.2
54,2,accepted,all correct,2024-02-07 06:40 EST,2024-02-07 07:35 EST,8.0,first_close_breakout,1.75,1.0,box_extension_r,filled,long,2024-02-07 08:00 EST,25.0,1.0776,0.8,1.0762,1.07821,14.0,6.1,target,2024-02-07 08:25 EST,1.07821,6.1,4.9,0.613,0.35,1.2
54,3,accepted,all correct,2024-02-07 12:10 EST,2024-02-07 12:55 EST,6.4,first_close_breakout,1.75,1.0,box_extension_r,filled,long,2024-02-07 13:05 EST,10.0,1.07689,0.64,1.07577,1.07721,11.2,3.2,target,2024-02-07 13:10 EST,1.07721,3.2,2.0,0.313,0.179,1.2
54,4,accepted,all correct,2024-02-07 14:00 EST,2024-02-07 14:55 EST,5.4,first_close_breakout,1.75,1.0,box_extension_r,no_signal,,,,,,,,,,,,,,,,,
55,1,questionable,questionable confidence downgrade,2021-09-30 13:40 EST,2021-09-30 14:30 EST,9.0,first_close_breakout,1.75,1.0,box_extension_r,filled,long,2021-09-30 14:35 EST,5.0,1.15738,0.9,1.15581,1.1581,15.75,7.2,target,2021-09-30 14:55 EST,1.1581,7.2,6.0,0.667,0.381,1.2
55,2,accepted,correct,2021-09-30 17:20 EST,2021-09-30 18:15 EST,4.8,first_close_breakout,1.75,1.0,box_extension_r,filled,short,2021-09-30 19:10 EST,55.0,1.1578,0.5,1.15864,1.15743,8.4,3.7,target,2021-09-30 19:45 EST,1.15743,3.7,2.5,0.521,0.298,1.2
